title,date_published,news_outlet,article_link,summary,text,Sentiment_Score
Big Tech stocks pare gains as uncertainty looms over Trump tariffs,2025-05-29 23:59:15,Yahoo,https://finnhub.io/api/news?id=87af30d0ec2d131bd9658b5a77d4b8b8d9fff9a70b754eaada4261c99b9f3b51,Big Tech stocks pared gains after a brief spike Thursday morning following a US trade court decision that invalidates the vast majority of Trump’s global tariffs.,Big Tech stocks pared gains after a brief spike Thursday morning following a US trade court decision that invalidates the vast majority of Trump’s global tariffs.,0.24644887074828148
Madison Covered Call & Equity Income Fund Q1 2025 Investment Strategy Letter,2025-05-29 23:57:00,SeekingAlpha,https://finnhub.io/api/news?id=43556fe92240db93ab787bdcbe7e2b77cce16437a7b5e0a509579ccef446c731,"Over the full quarter, the S&P 500 lost 4.3% while the CBOE S&P 500 Buy-Write Index fell 3.1%. The Fund (class Y) outperformed both benchmarks, posting a 1.9% decline.","Over the full quarter, the S&P 500 lost 4.3% while the CBOE S&P 500 Buy-Write Index fell 3.1%. The Fund (class Y) outperformed both benchmarks, posting a 1.9% decline.",0.5017673894762993
Nvidia Briefly Reclaims Title of World's Most Valuable Company on Solid Earnings,2025-05-29 23:49:45,Yahoo,https://finnhub.io/api/news?id=56b8ccf90160992dc82d25c1c19d43c12fd08ef4570a0ccc79b90056e3615999,Nvidia briefly returned to the top of the list of the world's most valuable companies when its stock soared in early trading Thursday following a strong first-quarter earnings report.,Nvidia briefly returned to the top of the list of the world's most valuable companies when its stock soared in early trading Thursday following a strong first-quarter earnings report.,0.044055938720703125
Microsoft partners with Yotta Data Services in India,2025-05-29 23:02:17,Yahoo,https://finnhub.io/api/news?id=43fa4465602ee61c9299ee9f160d76ea4214c91851f32a29afd5de6fe10d034e,This collaboration will see the integration of Microsoft’s Azure AI services with Yotta's Shakti Cloud platform.,This collaboration will see the integration of Microsoft’s Azure AI services with Yotta's Shakti Cloud platform.,0.4083449989557266
Microsoft Shares Go From Laggard to Leader as AI Growth Improves,2025-05-29 21:40:09,Yahoo,https://finnhub.io/api/news?id=55c963ae97ba5c189d6faf9d132e63fbc07e789a7a858dd57b97b78309bdaada,"(Bloomberg) -- After languishing for months, Microsoft Corp. shares are back within striking distance of a record high amid signs that performance in its Azure cloud-computing business is back on track. Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseThe sof","(Bloomberg) -- After languishing for months, Microsoft Corp. shares are back within striking distance of a record high amid signs that performance in its Azure cloud-computing business is back on track. Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseThe sof",0.12720655277371407
Should You Buy IonQ Stock for Just $45?,2025-05-29 21:40:00,Yahoo,https://finnhub.io/api/news?id=f0dd348256d0a171c19edade73b72f1b560513410af68baadffea3c909ef35ac,IonQ is leading the charge in quantum computing stocks.,IonQ is leading the charge in quantum computing stocks.,0.9039191007614136
The world has a new most valuable company after $185bn overnight surge,2025-05-29 21:39:44,Yahoo,https://finnhub.io/api/news?id=41fd50a6f40a4c840bf31793d11f2e661aea69bdcf464ceacac5c77a67d7eff3,Microsoft and Apple are the other contenders who have been holding the title over the past few year,Microsoft and Apple are the other contenders who have been holding the title over the past few year,0.6058117300271988
Nvidia Stock's Post-Earnings Bump Might Not Last,2025-05-29 21:33:15,SeekingAlpha,https://finnhub.io/api/news?id=45bc76a30b4a712a1ab7c6782efbe331cfb4de2254a9d525f4e393c0ede4b8b5,Nvidia Corporation beats Q1 FY26 estimates but faces future challenges with China export restrictions. Check out my updated look at NVDA stock and its earnings.,Nvidia Corporation beats Q1 FY26 estimates but faces future challenges with China export restrictions. Check out my updated look at NVDA stock and its earnings.,0.810875840485096
The New York Times and Amazon ink AI licensing deal,2025-05-29 21:18:01,Yahoo,https://finnhub.io/api/news?id=353e1b85c2d6356165b17a2da58273f242f27650f660660655e34b44000c734c,"Nearly two years after suing OpenAI and Microsoft for copyright infringement, The New York Times has agreed to license its editorial content to Amazon to train the tech giant’s AI platforms. The agreement will “bring Times editorial content to a variety of Amazon customer experiences,” the outlet said in a statement. That includes content like news articles, material from NYT Cooking, a site dedicated to food and recipes, and The Athletic, its sports-focused site. The company also noted that Ama","Nearly two years after suing OpenAI and Microsoft for copyright infringement, The New York Times has agreed to license its editorial content to Amazon to train the tech giant’s AI platforms. The agreement will “bring Times editorial content to a variety of Amazon customer experiences,” the outlet said in a statement. That includes content like news articles, material from NYT Cooking, a site dedicated to food and recipes, and The Athletic, its sports-focused site. The company also noted that Ama",0.653723269701004
QDF: Solid Quality Dividend ETF But Still Vulnerable In Drawdowns,2025-05-29 21:17:38,SeekingAlpha,https://finnhub.io/api/news?id=5a98499591a083e7eda70f878f8342fd597bf7cb77b7ae87d5590e404c8b4137,"Discover why the QDF ETF stands out with high-quality dividend stocks, solid performance, and attractive valuation despite tech sector concentration.","Discover why the QDF ETF stands out with high-quality dividend stocks, solid performance, and attractive valuation despite tech sector concentration.",0.08251612260937691
Apple is falling behind its Magnificent 7 rivals. Should it just be the Mag 6?,2025-05-29 20:14:19,Yahoo,https://finnhub.io/api/news?id=aa893f254949d2bf8a85bdc76e57377ed2109e27c47219ed7a509ac41bb14c84,"The “Magnificent Seven” tech stocks led the market’s post-pandemic boom. But as Big Tech sprints into the AI future, one big name is falling dangerously behind: Apple (AAPL). Once an undisputed tech heavyweight, it risks becoming the least magnificent of them all.","The “Magnificent Seven” tech stocks led the market’s post-pandemic boom. But as Big Tech sprints into the AI future, one big name is falling dangerously behind: Apple (AAPL). Once an undisputed tech heavyweight, it risks becoming the least magnificent of them all.",0.5431163692846894
"Meta Fired Palmer Luckey. Now, They’re Teaming Up on a Defense Contract.",2025-05-29 20:01:00,DowJones,https://finnhub.io/api/news?id=8c31f8c627d27330bc9959f199d8a387e3b3330b4fa125365708a5653c700e83,"Meta Fired Palmer Luckey. Now, They’re Teaming Up on a Defense Contract.","Meta Fired Palmer Luckey. Now, They’re Teaming Up on a Defense Contract.",0.681196253746748
ServiceNow Stock Regenerates With Swarm Of AI — And Amazon Deal,2025-05-29 20:00:10,Yahoo,https://finnhub.io/api/news?id=fd04d613a0d25b3c063c7197857a11c5ec2d97c90282fac34e26fb6ef48965dc,"Teaming up with AI giants like Amazon, Microsoft and others, ServiceNow stock has rebounded and stands poised to break out.","Teaming up with AI giants like Amazon, Microsoft and others, ServiceNow stock has rebounded and stands poised to break out.",0.04855690896511078
3 Reasons I'm Buying Nvidia After Earnings And So Should You,2025-05-29 19:49:02,SeekingAlpha,https://finnhub.io/api/news?id=498c90884b3c637e4576ee3cebb1cfdfb9c350dd05b870837cbd70744115ea70,"Discover why Nvidia Corporation's 44% EPS growth, AI dominance, and undervaluation signal a rare hypergrowth investment. Click for my NVDA Q1 earnings update.","Discover why Nvidia Corporation's 44% EPS growth, AI dominance, and undervaluation signal a rare hypergrowth investment. Click for my NVDA Q1 earnings update.",0.6797331124544144
The AI Experience Is Going From ‘50 First Dates’ to ‘Cheers’,2025-05-29 19:00:00,Yahoo,https://finnhub.io/api/news?id=f581c117f07ed9c6e6b0d707491f0ff2788da84278cc8fb1a1fd444a0134b5a7,"The acquisition of memory brings growing context, awareness and relevance to AI chatbots and agents, even as such personalization ramps up the need for data privacy, security and responsible use.","The acquisition of memory brings growing context, awareness and relevance to AI chatbots and agents, even as such personalization ramps up the need for data privacy, security and responsible use.",0.5235079973936081
Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,2025-05-29 18:38:59,MarketWatch,https://finnhub.io/api/news?id=38207a284aa6f0a50ccd3d517875911580d515818655d68db11bf717bf7e1b2f,Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,0.06145293265581131
"Meet Billionaire Bill Ackman's Newest Artificial Intelligence (AI) Stock, Which I Predict Will Become Wall Street's First $5 Trillion Company (Hint: It's Not Nvidia)",2025-05-29 18:12:00,Yahoo,https://finnhub.io/api/news?id=163c596062066baf52fccefa4349e12a6ce8c1ad6dcffc52f5ee45efcb2ee7a7,"Pershing Square's initial foray into artificial intelligence (AI) came when it opened a position in Alphabet.  Ackman has cited Alphabet's unique ecosystem and attractive valuation as reasons his hedge fund invested in it.  Looking at these filings can be quite interesting for retail investors, as they show what Wall Street's high-profile investors have been up to recently.","Pershing Square's initial foray into artificial intelligence (AI) came when it opened a position in Alphabet.  Ackman has cited Alphabet's unique ecosystem and attractive valuation as reasons his hedge fund invested in it.  Looking at these filings can be quite interesting for retail investors, as they show what Wall Street's high-profile investors have been up to recently.",0.8539480417966843
"Salesforce delivers an earnings surprise, but bears on the stock still lurk: What Wall Street is saying",2025-05-29 17:43:20,Yahoo,https://finnhub.io/api/news?id=fd01a87d06e247cb3c903de2861491b82b643e8f98c707a5d80c8181ff8d1c26,Salesforce surprised Wall Street in a few areas in its most recent quarter. Here's what analysts are saying.,Salesforce surprised Wall Street in a few areas in its most recent quarter. Here's what analysts are saying.,0.8145747259259224
Nvidia Q1: Perhaps Your Last Chance To Buy Before The Stock Surges Higher,2025-05-29 17:00:00,SeekingAlpha,https://finnhub.io/api/news?id=d5a19161382972dfa85dba1d8551c00bb50f429e268802046c750301c4f96e4f,"Nvidia Corporation's Q1 results show 69% YoY revenue growth, driven by Data Center and Gaming dominance. Click for my NVDA earnings update and look at catalysts.","Nvidia Corporation's Q1 results show 69% YoY revenue growth, driven by Data Center and Gaming dominance. Click for my NVDA earnings update and look at catalysts.",0.4317568242549896
The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,2025-05-29 16:48:00,MarketWatch,https://finnhub.io/api/news?id=e5eaed5811b2aca31bbd99cb44d80b4011e47130656b713d7dd9ddc4ce81f07a,The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,0.9535488542169333
This Fund Avoids Fads—and Volatility. Why AI Stocks Are in the Mix.,2025-05-29 16:00:00,Yahoo,https://finnhub.io/api/news?id=79d988d7f118d303f826660c12b7645d6f08fd2282c515ecc0f982eb6db4c437,"Alan Berro of American Funds Washington Mutual focuses on buying good companies at a decent price, such as Amgen, Comcast, and Boeing. Why Broadcom makes the cut.","Alan Berro of American Funds Washington Mutual focuses on buying good companies at a decent price, such as Amgen, Comcast, and Boeing. Why Broadcom makes the cut.",0.8753135576844215
"Got $5,000? 2 Tech Stocks to Buy and Hold for the Long Term.",2025-05-29 15:45:00,Yahoo,https://finnhub.io/api/news?id=dc7e742ff312978cdf514dfb8c6f21642c9466e9b5417260455187c1d03eca8a,Microsoft's cloud and AI services are powering strong growth across its business.  Google stock is trading at an attractive valuation that may undervalue its leading position in AI.  The technology sector has historically delivered superior returns to the broader market.,Microsoft's cloud and AI services are powering strong growth across its business.  Google stock is trading at an attractive valuation that may undervalue its leading position in AI.  The technology sector has historically delivered superior returns to the broader market.,0.036727309226989746
Microsoft: More Resilient To Trade Wars Than Peers,2025-05-29 15:36:15,SeekingAlpha,https://finnhub.io/api/news?id=6a990528ddf82984c1d8a64148df5fa6f09b70b66d253a792fdd8f5d8c0c7b2d,,,0.27390603721141815
"AMD Isn't The Next Nvidia, But It Doesn't Need To Be",2025-05-29 15:15:00,SeekingAlpha,https://finnhub.io/api/news?id=c2834e0e760baa5bba3b25cff3e491538d0636aae1bf5322525662ecdd5fada1,,,0.9464872069656849
DeepSeek releases updated bot to challenge ChatGPT,2025-05-29 15:11:25,Finnhub,https://finnhub.io/api/news?id=2392b5df67df70fbedd87530e1709e67a48fe6bc3a4d6ad9df1d8bd094d7e345,STORY: DeepSeek has updated its AI offering in a bid to keep pace with rivals like ChatGPT. The Chinese startup released a new version of its R1 reasoning model in the early hours of...,STORY: DeepSeek has updated its AI offering in a bid to keep pace with rivals like ChatGPT. The Chinese startup released a new version of its R1 reasoning model in the early hours of...,0.3284146934747696
TCW Relative Value Large Cap Fund Q1 2025 Commentary,2025-05-29 14:16:00,SeekingAlpha,https://finnhub.io/api/news?id=5c468935eeed3302bc71bba57bfa5156ce86a0236039f8631a3606ccf4ffbbaa,,,0.9514149278402328
PRESS DIGEST-Wall Street Journal - May 29,2025-05-29 09:59:08,Finnhub,https://finnhub.io/api/news?id=326932f8b28c486259e8cbfacbbfc55753ce9d31b1b2d9b7775e5123764535c5,May 29 - The following are the top stories inthe Wall Street Journal. Reuters has not verified these storiesand does not vouch for their accuracy. - Paramount Global in...,May 29 - The following are the top stories inthe Wall Street Journal. Reuters has not verified these storiesand does not vouch for their accuracy. - Paramount Global in...,0.9554010843858123
Salesforce Says AI Has Reduced Hiring of Engineers and Customer Service Workers,2025-05-29 06:34:12,Yahoo,https://finnhub.io/api/news?id=192e51b91d0039cac5d6f2f52cbd0d35814b9c6a2e4645693af7132cfd1aa9a9,"(Bloomberg) -- Salesforce Inc. said the use of artificial intelligence tools internally has allowed it to hire fewer workers, another example of a company changing its hiring plans due to the emerging technology.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNY Congestion Pricing Is Likely to Stay Until Year End During Court Case“We have reduced some of our hiring needs,” Chief Financial and Operat","(Bloomberg) -- Salesforce Inc. said the use of artificial intelligence tools internally has allowed it to hire fewer workers, another example of a company changing its hiring plans due to the emerging technology.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNY Congestion Pricing Is Likely to Stay Until Year End During Court Case“We have reduced some of our hiring needs,” Chief Financial and Operat",0.5018177619203925
Tracking Terry Smith's Fundsmith 13F Portfolio - Q1 2025 Update,2025-05-29 06:09:49,SeekingAlpha,https://finnhub.io/api/news?id=a1fd3663dd9437c15f4f0e731c68ffcfa0c874c6a7695eaf106a72b54c8304e4,,,0.9505147524178028
Apple to Rebrand Its Device Operating Systems to Mark Major Overhaul,2025-05-29 02:35:00,Yahoo,https://finnhub.io/api/news?id=d174244798b16b365d8df38e21931865fc5296ad0917d1f84d96b93225346716,"(Bloomberg) -- Apple Inc. is planning the most sweeping change yet to its operating system names, part of a software overhaul that extends to all its devices.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightThe next Apple operating systems will be identified by year, rather than with a version number, according to people with knowledge of the matter. That means the current iOS 18 will give way to “iO","(Bloomberg) -- Apple Inc. is planning the most sweeping change yet to its operating system names, part of a software overhaul that extends to all its devices.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightThe next Apple operating systems will be identified by year, rather than with a version number, according to people with knowledge of the matter. That means the current iOS 18 will give way to “iO",0.8654468283057213
Delaware AG Hiring Investment Bank to Advise on OpenAI Conversion,2025-05-29 05:36:00,Yahoo,https://finnhub.io/api/news?id=1677860c92f2feb6a8938db5b4b12c9516807b13677331c34792ed91c7dbdd0d,"OpenAI is undergoing a transformation meant to help it attract more investors and potentially go public.  Delaware’s attorney general is in the process of hiring an investment bank to help it independently value the equity OpenAI’s nonprofit parent will hold in a new for-profit entity, according to people familiar with the matter.  OpenAI aims to convert its for-profit subsidiary into a public-benefit corporation that would be valued at $300 billion, the valuation in its most recent funding round.","OpenAI is undergoing a transformation meant to help it attract more investors and potentially go public.  Delaware’s attorney general is in the process of hiring an investment bank to help it independently value the equity OpenAI’s nonprofit parent will hold in a new for-profit entity, according to people familiar with the matter.  OpenAI aims to convert its for-profit subsidiary into a public-benefit corporation that would be valued at $300 billion, the valuation in its most recent funding round.",0.7949922233819962
OpenAI CFO Teases Potential IPO Timeline,2025-05-29 03:38:54,Yahoo,https://finnhub.io/api/news?id=bf904c2ac01db24764fc19a9236a2ae9486aca0190e1278599e10d9f29997087,Sarah Friar highlights mission-aligned structure and market timing risks,Sarah Friar highlights mission-aligned structure and market timing risks,0.9145842827856541
Apple's difficult 2025 is Tim Cook's biggest test yet,2025-05-29 03:30:07,Yahoo,https://finnhub.io/api/news?id=1d03f4cb3a01eae9114e6604c60505a0c9279e078b76a564140cf5db43a9b325,"Apple CEO Tim Cook is contending with a host of serious issues at once, ranging from antitrust fights to a souring relationship with President Trump.","Apple CEO Tim Cook is contending with a host of serious issues at once, ranging from antitrust fights to a souring relationship with President Trump.",0.54654860496521
"Nvidia Q1: Big Margin Decline, Nice Underlying Growth",2025-05-29 02:00:45,SeekingAlpha,https://finnhub.io/api/news?id=74e796f00c13faaae359b7886f12046eaef948e85f520c0172589eaa4cbc839b,Nvidia Corporation's Q1 results show margin declines but strong growth potential. Discover insights on market performance and opportunity. Click for my NVDA update.,Nvidia Corporation's Q1 results show margin declines but strong growth potential. Discover insights on market performance and opportunity. Click for my NVDA update.,0.6069568619132042
"MAGS: The Correction Reversed, But Big Tech Fundamentals Continue To Deteriorate",2025-05-29 01:56:47,SeekingAlpha,https://finnhub.io/api/news?id=d26f324a17106b4312c32a6e736ff5ddb6cf59dc05140d698486a65801a0a200,,,0.49001734470948577
Delaware AG Hiring Investment Bank To Advise On Openai Conversion - WSJ,2025-05-29 01:42:06,Finnhub,https://finnhub.io/api/news?id=7bf78d7c924fae2fa2934f3e32f7762c49bd38c8e6b59b0bc8fb3972a67a60d9,May 28 - * DELAWARE AG HIRING INVESTMENT BANK TO ADVISE ON OPENAICONVERSION - WSJSource text: [https://tinyurl.com/3xhbb8j9]Further company coverage: ...,May 28 - * DELAWARE AG HIRING INVESTMENT BANK TO ADVISE ON OPENAICONVERSION - WSJSource text: [https://tinyurl.com/3xhbb8j9]Further company coverage: ...,0.8853007555007935
Microsoft starts testing Copilot for Gaming in Xbox app for iOS and Android,2025-05-29 00:09:40,Yahoo,https://finnhub.io/api/news?id=dd15a7b9658b435eef4c5dd48d40915bc87f52e0c25a7c2a16cf8d43218996e6,"Microsoft announced on Wednesday that it has started rolling out the beta version of its Copilot for Gaming experience. Beta testers can access the experience in the Xbox app on iOS and Android. The early version of the experience allows the assistant to answer questions about the games you're interested in, give you links to more information, and answer questions based on your account, play history, achievements, and more. For example, you could ask something like: ""What’s my gamerscore and can","Microsoft announced on Wednesday that it has started rolling out the beta version of its Copilot for Gaming experience. Beta testers can access the experience in the Xbox app on iOS and Android. The early version of the experience allows the assistant to answer questions about the games you're interested in, give you links to more information, and answer questions based on your account, play history, achievements, and more. For example, you could ask something like: ""What’s my gamerscore and can",0.9465199895203114
SAP and Microsoft broaden cloud ERP alliance,2025-05-28 23:48:47,Yahoo,https://finnhub.io/api/news?id=daaf4b0c23a382b458d39188fe7bfa6ac8f9a30b0d35d76761a47f6ba157f0d6,The two tech giants rolled out a migration acceleration initiative coupled with extensive platform integrations Tuesday.,The two tech giants rolled out a migration acceleration initiative coupled with extensive platform integrations Tuesday.,0.08668819814920425
"Box Q1 Earnings Beat Estimates, Revenues Up Y/Y, Shares Rise",2025-05-28 23:43:00,Yahoo,https://finnhub.io/api/news?id=87826e244378ce528ede7140eb1fac274c7eb770954a3d2b8460de7cdb911647,BOX's first-quarter fiscal 2026 results reflect strong Suite adoption.,BOX's first-quarter fiscal 2026 results reflect strong Suite adoption.,0.03490764368325472
Why an Investment Bank Remains Bullish on Microsoft (MSFT),2025-05-28 22:37:23,Yahoo,https://finnhub.io/api/news?id=d6f4e852a7df2467e31fb638eb6a678625baa22ff3e4eedd8d6ff2c937f5641a,"Investment bank Cantor Fitzgerald remained upbeat on Microsoft Corporation (NASDAQ:MSFT) in a recent note to investors, highlighting what it sees as the tech giant’s significant progress in AI. Cantor kept a $512 price target and an Overweight rating on the name. Bullish on Microsoft Corporation (NASDAQ:MSFT)’s Agentic AI Initiatives Cantor believes that the tech giant […]","Investment bank Cantor Fitzgerald remained upbeat on Microsoft Corporation (NASDAQ:MSFT) in a recent note to investors, highlighting what it sees as the tech giant’s significant progress in AI. Cantor kept a $512 price target and an Overweight rating on the name. Bullish on Microsoft Corporation (NASDAQ:MSFT)’s Agentic AI Initiatives Cantor believes that the tech giant […]",0.3467375710606575
AI: Two Types Of Value Are The Key To Understanding The Future Market,2025-05-28 22:34:02,SeekingAlpha,https://finnhub.io/api/news?id=a12b5b2667cb7793e53062f9080eb4943438ef0712135054cea23e25f91d2f97,,,0.9243781715631485
3 things Nvidia investors should look out for in its earnings call,2025-05-28 22:01:01,Yahoo,https://finnhub.io/api/news?id=da2ace4cc8265430afa20bffc1d942897add4b4c4d4f47016a811f513ee1e58e,Nvidia's earnings call this week will be a market mover. Here are the top things you need to look out for.,Nvidia's earnings call this week will be a market mover. Here are the top things you need to look out for.,0.9277793690562248
Nvidia’s earnings call must deliver on 3 things or else,2025-05-28 22:00:13,Yahoo,https://finnhub.io/api/news?id=d59bbb209fbbaa06385e7591ac86873d8708acacd1d0e08cfcaef99f1e8c2f37,"Nvidia will report its first-quarter results for fiscal year 2026 after the market closes on May 28. Despite slowing sales, analysts expect positive results for EPS and revenue. This earnings report is about more than just Nvidia; it’s a bellwether for the AI boom as a whole, which is showing signs of abatement. Yahoo Finance Executive Editor and host of the Opening Bid podcast, Brian Sozzi, breaks down the top three things investors should watch for during Nvidia's earnings call.","Nvidia will report its first-quarter results for fiscal year 2026 after the market closes on May 28. Despite slowing sales, analysts expect positive results for EPS and revenue. This earnings report is about more than just Nvidia; it’s a bellwether for the AI boom as a whole, which is showing signs of abatement. Yahoo Finance Executive Editor and host of the Opening Bid podcast, Brian Sozzi, breaks down the top three things investors should watch for during Nvidia's earnings call.",0.874334242194891
Will Lumen Technologies' Asset Sale Spark a Recovery in Its Stock?,2025-05-28 22:00:00,Yahoo,https://finnhub.io/api/news?id=eb47ea4145d433c8004197188b7ecbc77991b41256e7560b7ca75b0c7f47958f,Lumen will sell its mass markets fiber business to AT&T for $5.75 billion.  The question for investors is whether that move will draw more investors to Lumen stock.  Telecom specialist Lumen Technologies (NYSE: LUMN) just announced the sale of its mass-market fiber business to AT&T for $5.75 billion.,Lumen will sell its mass markets fiber business to AT&T for $5.75 billion.  The question for investors is whether that move will draw more investors to Lumen stock.  Telecom specialist Lumen Technologies (NYSE: LUMN) just announced the sale of its mass-market fiber business to AT&T for $5.75 billion.,0.6075858622789383
'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,2025-05-28 21:52:53,MarketWatch,https://finnhub.io/api/news?id=3f158b0171410b3edf7f12920cb165bfc9a7c473f7c199c4bea12a5ce8c24648,'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,0.5107790324836969
"iPhones Defined The Last Era, Proactive AI Agents Will Define The Next",2025-05-28 21:45:00,SeekingAlpha,https://finnhub.io/api/news?id=b59bef11395b140a66f8f5090b2af6dab9ee9bda47825ff39924b79a67e46634,"For investors in the AI space, such as those following the ROBO Global Artificial Intelligence Index (THNQ), the focus is expanding from model capabilities to the entire enabling ecosystem.","For investors in the AI space, such as those following the ROBO Global Artificial Intelligence Index (THNQ), the focus is expanding from model capabilities to the entire enabling ecosystem.",0.8555120453238487
"Microsoft, Dutch government discover new Russian hacking group",2025-05-28 19:07:00,Yahoo,https://finnhub.io/api/news?id=8a1c65051a6d1d53a3136c2af8fdabb59d70cbddfc81a4b275bc821c5fe52600,The findings highlight the vulnerability of all critical infrastructure firms to similar attack methods.,The findings highlight the vulnerability of all critical infrastructure firms to similar attack methods.,0.7870941907167435
OpenAI CFO says new structure opens door for potential IPO,2025-05-28 19:04:17,Finnhub,https://finnhub.io/api/news?id=0d1d2840e664ab8a3dd2b7989e169d8cad1ced091301b5700a0cd215fbb9760d,"OpenAI's restructuring plansposition it for a potential future IPO, but any such decisionwould depend on the mood in public markets as well as thereadiness of the company, Chief Financial Officer...","OpenAI's restructuring plansposition it for a potential future IPO, but any such decisionwould depend on the mood in public markets as well as thereadiness of the company, Chief Financial Officer...",0.9094060324132442
ChatGPT Wrote Nvidia’s Wild Story,2025-05-28 18:57:06,Yahoo,https://finnhub.io/api/news?id=00a89b896730b167b173f9befa6939e0c534642cafc0a6c761c765f9a53dfb9e,"You know a company’s earnings are a big deal when CNBC displays an on-air countdown clock in the run-up to the results.  In the last two-and-a-half years, Nvidia has gone from a fairly successful chip maker to the most-followed company on the planet—and briefly, the most-valuable one.  Another positive earnings surprise this afternoon would be its 10th in a row.","You know a company’s earnings are a big deal when CNBC displays an on-air countdown clock in the run-up to the results.  In the last two-and-a-half years, Nvidia has gone from a fairly successful chip maker to the most-followed company on the planet—and briefly, the most-valuable one.  Another positive earnings surprise this afternoon would be its 10th in a row.",0.47506047785282135
Inadvertent alert tagged to Information Services Group and Microsoft withdrawn,2025-05-28 18:45:08,Finnhub,https://finnhub.io/api/news?id=000a7b7789ea23204cdb4380f7732318baaf463864438ff504a037155c46b3e9,An alert on Brazilian enterprises' use of Microsoft's AItechnologies was inadvertently published from a research reportpublished by Information Services Group and has beenwithdrawn. ...,An alert on Brazilian enterprises' use of Microsoft's AItechnologies was inadvertently published from a research reportpublished by Information Services Group and has beenwithdrawn. ...,0.520231899805367
Is CoreWeave Stock Still a Buy After Its 200% Rally?,2025-05-28 18:45:00,Yahoo,https://finnhub.io/api/news?id=d54f81cebe6cd37b014051aa3e2e9b3a40dc7c3f5674437e3c40c3e21f411bfb,"The artificial intelligence infrastructure specialist posted jaw-dropping 420% revenue growth in the first quarter.  Wall Street analysts expect its revenue to more than double in 2026, and profitability is finally in sight.  Growth stocks have been all over the map this year.","The artificial intelligence infrastructure specialist posted jaw-dropping 420% revenue growth in the first quarter.  Wall Street analysts expect its revenue to more than double in 2026, and profitability is finally in sight.  Growth stocks have been all over the map this year.",0.0763239935040474
OpenAI CFO says new structure opens door to potential future IPO,2025-05-28 17:37:22,Finnhub,https://finnhub.io/api/news?id=7c1ea5c566b2007f1b1403dc4477252fc6a9adce4cfbf30fb42ee3a1bc6b287c,"OpenAI's restructuring plansopen the door to a potential future IPO, but any such decisionwould depend on the mood in public markets as well as thereadiness of the company, Chief Financial Officer...","OpenAI's restructuring plansopen the door to a potential future IPO, but any such decisionwould depend on the mood in public markets as well as thereadiness of the company, Chief Financial Officer...",0.9045918174088001
Salesforce Looks for New Growth Formula as It Prepares to Report Earnings,2025-05-28 17:08:00,MarketWatch,https://finnhub.io/api/news?id=18bb4c170af5ee0a7ff1dfcec236c45ebbc9edffbde1e1de9d8af87fef1f7d62,Salesforce Looks for New Growth Formula as It Prepares to Report Earnings,Salesforce Looks for New Growth Formula as It Prepares to Report Earnings,0.8556875437498093
The AI data center race is getting way more complicated,2025-05-28 17:00:00,Yahoo,https://finnhub.io/api/news?id=413e5301d1e8322726dd42cf05f906e6df48c5f62d0758cf8bfa1c542a7c0a86,"When Microsoft (MSFT) pulled the plug on planned data centers in Ohio last month and a Wells Fargo (WFC) report suggested Amazon (AMZN) Web Services was reconsidering some leases, market watchers quickly diagnosed the symptoms: AI bubble concerns, demand uncertainty, and the inevitable cooldown after years of breakneck expansion.","When Microsoft (MSFT) pulled the plug on planned data centers in Ohio last month and a Wells Fargo (WFC) report suggested Amazon (AMZN) Web Services was reconsidering some leases, market watchers quickly diagnosed the symptoms: AI bubble concerns, demand uncertainty, and the inevitable cooldown after years of breakneck expansion.",0.5375472633168101
