title,date_published,news_outlet,article_link,summary,text,Sentiment_Score
"UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",2025-05-30 01:21:49,Yahoo,https://finnhub.io/api/news?id=e221fd5cddfb7b48849783774373dd2aacb4e5a1235aec2b3fa04a07ad2253cc,"On Tuesday, May 27, UBS analysts reiterated a “Neutral” rating with a steady $210 price target for Apple Inc. (NASDAQ:AAPL). This decision came after President Trump posted on social media and threatened to impose a 25% tariff on iPhones that are not manufactured in the US. Despite this threat, UBS analysts expect the impact of […]","On Tuesday, May 27, UBS analysts reiterated a “Neutral” rating with a steady $210 price target for Apple Inc. (NASDAQ:AAPL). This decision came after President Trump posted on social media and threatened to impose a 25% tariff on iPhones that are not manufactured in the US. Despite this threat, UBS analysts expect the impact of […]",0.560990646481514
Nvidia’s Most Impressive Feat Yet? How the Chip Maker Overcame a China Ban.,2025-05-30 00:47:00,MarketWatch,https://finnhub.io/api/news?id=98d513464937b903791eae8079abdf9533d9c91eeb6a4087c8b07958ec7055ca,Nvidia’s Most Impressive Feat Yet? How the Chip Maker Overcame a China Ban.,Nvidia’s Most Impressive Feat Yet? How the Chip Maker Overcame a China Ban.,0.3337814658880234
Berkshire Hathaway Stock Is Slipping. The ‘Buffett Premium’ Is Leaking Out.,2025-05-30 00:45:00,MarketWatch,https://finnhub.io/api/news?id=ef21a730f326fb8407ba178a97a15b3614c573abe6ea3412615001e69bff418c,Berkshire Hathaway Stock Is Slipping. The ‘Buffett Premium’ Is Leaking Out.,Berkshire Hathaway Stock Is Slipping. The ‘Buffett Premium’ Is Leaking Out.,0.5107910498045385
"'Why Pay $1,800 Instead Of $300?' Kevin O'Leary Breaks Down The Real Reason Apple Fans Keep Buying — And How You Can Copy It",2025-05-30 00:32:07,Yahoo,https://finnhub.io/api/news?id=31d5e84ac27cb1b4ebffe1a21def362834f0e1d14f4b216bba3b171349df1958,"""Why pay $1,800 instead of $300?"" ""Shark Tank"" investor Kevin O'Leary says it feels rational when a logo gives buyers a sense of belonging. In a May 9 Instagram Reel, O'Leary compared Apple's (NASDAQ:AAPL) MacBook with bargain Microsoft (NASDAQ:MSFT) Windows laptops, arguing that brands are built around communities. His premise: hardware parity fades once a company wraps its products in identity, service, and storytelling—and that moat is worth every premium dollar for both investors and everyda","""Why pay $1,800 instead of $300?"" ""Shark Tank"" investor Kevin O'Leary says it feels rational when a logo gives buyers a sense of belonging. In a May 9 Instagram Reel, O'Leary compared Apple's (NASDAQ:AAPL) MacBook with bargain Microsoft (NASDAQ:MSFT) Windows laptops, arguing that brands are built around communities. His premise: hardware parity fades once a company wraps its products in identity, service, and storytelling—and that moat is worth every premium dollar for both investors and everyda",0.9008153807371855
Marvell Earnings Are Solid but Not Enough for Wall Street,2025-05-30 00:29:00,MarketWatch,https://finnhub.io/api/news?id=a0e00f6a0514ff0a215fc04cd495b29b3d108b82824302a638dc8dcd830ea1f3,Marvell Earnings Are Solid but Not Enough for Wall Street,Marvell Earnings Are Solid but Not Enough for Wall Street,0.21212780475616455
Big Tech stocks pare gains as uncertainty looms over Trump tariffs,2025-05-29 23:59:15,Yahoo,https://finnhub.io/api/news?id=87af30d0ec2d131bd9658b5a77d4b8b8d9fff9a70b754eaada4261c99b9f3b51,Big Tech stocks pared gains after a brief spike Thursday morning following a US trade court decision that invalidates the vast majority of Trump’s global tariffs.,Big Tech stocks pared gains after a brief spike Thursday morning following a US trade court decision that invalidates the vast majority of Trump’s global tariffs.,0.24644887074828148
Madison Covered Call & Equity Income Fund Q1 2025 Investment Strategy Letter,2025-05-29 23:57:00,SeekingAlpha,https://finnhub.io/api/news?id=43556fe92240db93ab787bdcbe7e2b77cce16437a7b5e0a509579ccef446c731,"Over the full quarter, the S&P 500 lost 4.3% while the CBOE S&P 500 Buy-Write Index fell 3.1%. The Fund (class Y) outperformed both benchmarks, posting a 1.9% decline.","Over the full quarter, the S&P 500 lost 4.3% while the CBOE S&P 500 Buy-Write Index fell 3.1%. The Fund (class Y) outperformed both benchmarks, posting a 1.9% decline.",0.5017673894762993
Nvidia Briefly Reclaims Title of World's Most Valuable Company on Solid Earnings,2025-05-29 23:49:45,Yahoo,https://finnhub.io/api/news?id=56b8ccf90160992dc82d25c1c19d43c12fd08ef4570a0ccc79b90056e3615999,Nvidia briefly returned to the top of the list of the world's most valuable companies when its stock soared in early trading Thursday following a strong first-quarter earnings report.,Nvidia briefly returned to the top of the list of the world's most valuable companies when its stock soared in early trading Thursday following a strong first-quarter earnings report.,0.044055938720703125
Microsoft Shares Go From Laggard to Leader as AI Growth Improves,2025-05-29 21:40:09,Yahoo,https://finnhub.io/api/news?id=55c963ae97ba5c189d6faf9d132e63fbc07e789a7a858dd57b97b78309bdaada,"(Bloomberg) -- After languishing for months, Microsoft Corp. shares are back within striking distance of a record high amid signs that performance in its Azure cloud-computing business is back on track. Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseThe sof","(Bloomberg) -- After languishing for months, Microsoft Corp. shares are back within striking distance of a record high amid signs that performance in its Azure cloud-computing business is back on track. Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseThe sof",0.12720655277371407
"Court Slashes Trump Tariffs On China, Apple And The World — For Now; S&P 500 Futures Climb",2025-05-29 20:50:51,Yahoo,https://finnhub.io/api/news?id=1018e5dbd5a4818e916dd9ca48016fe5541a55ae9e4150e7485b7550625476f4,"A federal court struck down President Trump's tariffs on China, Apple and most of the world, but it may be temporary. S&P 500 futures rose.","A federal court struck down President Trump's tariffs on China, Apple and most of the world, but it may be temporary. S&P 500 futures rose.",0.31786707788705826
2 Underrated Artificial Intelligence (AI) Stocks to Buy and Hold,2025-05-29 20:30:00,Yahoo,https://finnhub.io/api/news?id=b560b429e8557fe9654be6ab0032c2f42cc9daee1a13d664864261c12d596eab,"Generative AI can simplify and speed up many tasks, including content production.  It's easy to see the potential for Netflix, whose content strategy is integral to its success.  Netflix's creations have attracted millions of viewers and won many awards.","Generative AI can simplify and speed up many tasks, including content production.  It's easy to see the potential for Netflix, whose content strategy is integral to its success.  Netflix's creations have attracted millions of viewers and won many awards.",0.6821767389774323
"Trump's tariff tally: $34 billion and counting, global companies say",2025-05-29 20:15:20,Finnhub,https://finnhub.io/api/news?id=6fc8da1c3b3737212f0398e8144dda149cd22e201ca2706849831a1e1e54ce14,"* Companies face uncertainty, paralyzing decision-making andaffecting profit forecasts * Economists predict final costs will be much higher thandisclosed ...","* Companies face uncertainty, paralyzing decision-making andaffecting profit forecasts * Economists predict final costs will be much higher thandisclosed ...",0.4938517240807414
Apple is falling behind its Magnificent 7 rivals. Should it just be the Mag 6?,2025-05-29 20:14:19,Yahoo,https://finnhub.io/api/news?id=aa893f254949d2bf8a85bdc76e57377ed2109e27c47219ed7a509ac41bb14c84,"The “Magnificent Seven” tech stocks led the market’s post-pandemic boom. But as Big Tech sprints into the AI future, one big name is falling dangerously behind: Apple (AAPL). Once an undisputed tech heavyweight, it risks becoming the least magnificent of them all.","The “Magnificent Seven” tech stocks led the market’s post-pandemic boom. But as Big Tech sprints into the AI future, one big name is falling dangerously behind: Apple (AAPL). Once an undisputed tech heavyweight, it risks becoming the least magnificent of them all.",0.5431163692846894
3 Reasons I'm Buying Nvidia After Earnings And So Should You,2025-05-29 19:49:02,SeekingAlpha,https://finnhub.io/api/news?id=498c90884b3c637e4576ee3cebb1cfdfb9c350dd05b870837cbd70744115ea70,"Discover why Nvidia Corporation's 44% EPS growth, AI dominance, and undervaluation signal a rare hypergrowth investment. Click for my NVDA Q1 earnings update.","Discover why Nvidia Corporation's 44% EPS growth, AI dominance, and undervaluation signal a rare hypergrowth investment. Click for my NVDA Q1 earnings update.",0.6797331124544144
"You Mess With The Don, You (Might) Get The Tariffs",2025-05-29 19:30:00,SeekingAlpha,https://finnhub.io/api/news?id=9ace3e38c048e38b93b1d6256e44e16053c1394e3e2a1b86f3ec57318ad668ad,Explore how tariff rulings impact the 'TACO Trade' strategy. Learn how volatility creates opportunities & what the Supreme Court decision means for markets.,Explore how tariff rulings impact the 'TACO Trade' strategy. Learn how volatility creates opportunities & what the Supreme Court decision means for markets.,0.9166299104690552
Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,2025-05-29 18:38:59,MarketWatch,https://finnhub.io/api/news?id=38207a284aa6f0a50ccd3d517875911580d515818655d68db11bf717bf7e1b2f,Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,Big Tech ETF climbs as Nvidia’s rally tops all other stocks in the Dow,0.06145293265581131
"These Stocks Are Moving the Most Today: Nvidia, Apple, HP Inc., Tesla, C3.ai, e.l.f. Beauty, SentinelOne, and More",2025-05-29 17:56:00,MarketWatch,https://finnhub.io/api/news?id=3e69984e91183302b4fe63587a578bd100b2f593e50b8652ece25cf45a079b8b,"These Stocks Are Moving the Most Today: Nvidia, Apple, HP Inc., Tesla, C3.ai, e.l.f. Beauty, SentinelOne, and More","These Stocks Are Moving the Most Today: Nvidia, Apple, HP Inc., Tesla, C3.ai, e.l.f. Beauty, SentinelOne, and More",0.9348742812871933
Why Wall Street downgrades of Apple stock are about to pile up,2025-05-29 17:23:00,MarketWatch,https://finnhub.io/api/news?id=af31c2c89deb3dd9e4fce57603179dc99739e6d33d25d99a74a10a11b703aca5,Why Wall Street downgrades of Apple stock are about to pile up,Why Wall Street downgrades of Apple stock are about to pile up,0.772434052079916
"Apple's Perfect Storm: Tariffs, China, AI, And Innovation",2025-05-29 17:15:00,SeekingAlpha,https://finnhub.io/api/news?id=f16833edf6233a2909bf18ee2e94ce9cf3d95e50eb4c60db0d2693119012fb48,"Explore the challenges Apple faces: tariffs, political risks, declining China sales, and slow AI growth.","Explore the challenges Apple faces: tariffs, political risks, declining China sales, and slow AI growth.",0.7651558257639408
Nvidia Q1 Results Show The Chinks In Their Armor,2025-05-29 17:15:00,SeekingAlpha,https://finnhub.io/api/news?id=145638dc080a0a87d9753f6e5eb58e3b18ec6228b17bedb5f2ade76cfcfbd271,Nvidia Corporation faces export bans and slowing growth despite AI dominance. Click to see why investors await pullbacks for opportunity. Click for more on NVDA.,Nvidia Corporation faces export bans and slowing growth despite AI dominance. Click to see why investors await pullbacks for opportunity. Click for more on NVDA.,0.5236896816641092
IDC cuts global smartphone shipments forecast on tariff volatility,2025-05-29 17:01:32,Finnhub,https://finnhub.io/api/news?id=b12ba96a524f2bbe59bc7a7a7b8ae9287b2930db7a2caf056f4041770f700940,"International Data Corp slashed its2025 global smartphone shipment growth forecast to 0.6% from2.6% on Thursday, citing tariff-driven economic uncertainty anda pullback in consumer spending. ...","International Data Corp slashed its2025 global smartphone shipment growth forecast to 0.6% from2.6% on Thursday, citing tariff-driven economic uncertainty anda pullback in consumer spending. ...",0.5036880327388644
The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,2025-05-29 16:48:00,MarketWatch,https://finnhub.io/api/news?id=e5eaed5811b2aca31bbd99cb44d80b4011e47130656b713d7dd9ddc4ce81f07a,The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,The Mag 7 Aren’t Clones. How to Decide What to Buy Now.,0.9535488542169333
"The Top Holding for CalPERS, America's Largest Public Pension Fund, Is the Closest Thing You'll Find to a Guaranteed Investment on Wall Street",2025-05-29 15:06:00,Yahoo,https://finnhub.io/api/news?id=ccf3fc80433e53ed2be8e63c0070166a79fc7192d8daeb5689c62dbd4e6d7d62,The No. 1 position for the California Public Employees' Retirement System (CalPERS) hasn't lost money on a rolling 20-year basis dating back more than a century.,The No. 1 position for the California Public Employees' Retirement System (CalPERS) hasn't lost money on a rolling 20-year basis dating back more than a century.,0.8304393738508224
An Emerging Black Swan That Could Crush High Yield And Tech Stocks,2025-05-29 15:05:00,SeekingAlpha,https://finnhub.io/api/news?id=6a2031dd8a440e1563eaa0b2fc2f77d13cdce004c6631810a6956e8019422b8d,There is a growing threat to mega-cap tech stocks and high-yield stocks that is posing a headwind for these sectors. Check out my portfolio against this threat.,There is a growing threat to mega-cap tech stocks and high-yield stocks that is posing a headwind for these sectors. Check out my portfolio against this threat.,0.575571034103632
TCW Relative Value Large Cap Fund Q1 2025 Commentary,2025-05-29 14:16:00,SeekingAlpha,https://finnhub.io/api/news?id=5c468935eeed3302bc71bba57bfa5156ce86a0236039f8631a3606ccf4ffbbaa,,,0.9514149278402328
Google begins direct online sales of Pixel phones in India,2025-05-29 13:39:58,Yahoo,https://finnhub.io/api/news?id=8ceb3e129fad06a0223548fcfb12b8b02d944253bafe0275d4d754543824eb68,"The Alphabet-owned firm said it has for the first time enabled direct online purchases for Indian users on the official Google Store website.  The company currently sells it products in India through authorised retailers and via Walmart-backed e-commerce platform Flipkart.  Apple , its bigger rival in the premium smartphone category, already sells its phones directly to Indian users, and operates its own retail stores in Mumbai and in New Delhi, with more planned.","The Alphabet-owned firm said it has for the first time enabled direct online purchases for Indian users on the official Google Store website.  The company currently sells it products in India through authorised retailers and via Walmart-backed e-commerce platform Flipkart.  Apple , its bigger rival in the premium smartphone category, already sells its phones directly to Indian users, and operates its own retail stores in Mumbai and in New Delhi, with more planned.",0.7077298760414124
US Tightens China Chip Curbs by Targeting Design Software,2025-05-29 12:58:11,Yahoo,https://finnhub.io/api/news?id=6213406053409163a57137a303ea0ae6eac0a171b2a78e9a37e58b80f97b7bea,"(Bloomberg) -- The Trump administration is moving to restrict the sale of chip design software to China, people familiar with the matter said, as the US government evaluates a broader policy announcement on the issue.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing","(Bloomberg) -- The Trump administration is moving to restrict the sale of chip design software to China, people familiar with the matter said, as the US government evaluates a broader policy announcement on the issue.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightNY Congestion Pricing Is Likely to Stay Until Year End During Court CaseNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing",0.8577871099114418
This Investment Strategy Has Worked for 15 Years. It’s Time for a Shift.,2025-05-29 10:00:00,MarketWatch,https://finnhub.io/api/news?id=ea893d2864e37bf793ec3b0bdda78924d18be722d42f2eb4ececc3999b9d24de,This Investment Strategy Has Worked for 15 Years. It’s Time for a Shift.,This Investment Strategy Has Worked for 15 Years. It’s Time for a Shift.,0.8574333637952805
The Long Wait For Broadcom's 'AI Trifecta' Earnings Report Is Almost Over,2025-05-29 07:08:08,SeekingAlpha,https://finnhub.io/api/news?id=fe419f4fe91c3a6a4effe75667a1a79989b24624bd8c31378b11a43830fb3a1a,,,0.9128711186349392
Trump's Apple Beef Isn't Just About India-Made iPhones — It's Also About Skipped Middle East Trip: Report,2025-05-29 04:30:30,Yahoo,https://finnhub.io/api/news?id=0b0b88be86fcfb0fc2d6be1e975920285f0e6ad4da5b17e407598a882c0483a0,"Apple Inc. (NASDAQ:AAPL) CEO Tim Cook has found himself at the receiving end of President Donald Trump‘s criticism, marking a stark contrast to their previously warm relationship, but reports suggest iPhone production in India is not the only reason. What Happened: According to The New York Times sources, Tim Cook turned down the Trump administration’s offer to join him alongside other CEOs and founders on a trip to the Middle East. During the trip, the President openly expressed his displeasure","Apple Inc. (NASDAQ:AAPL) CEO Tim Cook has found himself at the receiving end of President Donald Trump‘s criticism, marking a stark contrast to their previously warm relationship, but reports suggest iPhone production in India is not the only reason. What Happened: According to The New York Times sources, Tim Cook turned down the Trump administration’s offer to join him alongside other CEOs and founders on a trip to the Middle East. During the trip, the President openly expressed his displeasure",0.5660431990399957
Apple's difficult 2025 is Tim Cook's biggest test yet,2025-05-29 03:30:07,Yahoo,https://finnhub.io/api/news?id=1d03f4cb3a01eae9114e6604c60505a0c9279e078b76a564140cf5db43a9b325,"Apple CEO Tim Cook is contending with a host of serious issues at once, ranging from antitrust fights to a souring relationship with President Trump.","Apple CEO Tim Cook is contending with a host of serious issues at once, ranging from antitrust fights to a souring relationship with President Trump.",0.54654860496521
Apple to Rebrand Its Device Operating Systems to Mark Major Overhaul,2025-05-29 02:35:00,Yahoo,https://finnhub.io/api/news?id=d174244798b16b365d8df38e21931865fc5296ad0917d1f84d96b93225346716,"(Bloomberg) -- Apple Inc. is planning the most sweeping change yet to its operating system names, part of a software overhaul that extends to all its devices.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightThe next Apple operating systems will be identified by year, rather than with a version number, according to people with knowledge of the matter. That means the current iOS 18 will give way to “iO","(Bloomberg) -- Apple Inc. is planning the most sweeping change yet to its operating system names, part of a software overhaul that extends to all its devices.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNY Wins Order Against US Funding Freeze in Congestion FightThe next Apple operating systems will be identified by year, rather than with a version number, according to people with knowledge of the matter. That means the current iOS 18 will give way to “iO",0.8654468283057213
Spotify amps up podcast discovery with new features,2025-05-29 02:17:49,Yahoo,https://finnhub.io/api/news?id=36a230df3d138e110ec31f00389b3f20c60b87741f2c4e0ab8d6bf3feac63b21,"Spotify on Wednesday announced a handful of new features designed to give podcasts a more prominent position in its app as it battles with Apple and YouTube to become users' preferred podcast streaming destination. The company says it will begin recommending podcasts on its Home page and provide a Following feed for staying up-to-date with the latest episodes of your favorite shows. Soon, Spotify will also roll out new tools for podcast creators to recommend content and better engage with their","Spotify on Wednesday announced a handful of new features designed to give podcasts a more prominent position in its app as it battles with Apple and YouTube to become users' preferred podcast streaming destination. The company says it will begin recommending podcasts on its Home page and provide a Following feed for staying up-to-date with the latest episodes of your favorite shows. Soon, Spotify will also roll out new tools for podcast creators to recommend content and better engage with their",0.7663587406277657
"MAGS: The Correction Reversed, But Big Tech Fundamentals Continue To Deteriorate",2025-05-29 01:56:47,SeekingAlpha,https://finnhub.io/api/news?id=d26f324a17106b4312c32a6e736ff5ddb6cf59dc05140d698486a65801a0a200,,,0.49001734470948577
Apple Readies New Gaming App Across Devices,2025-05-29 00:55:18,Yahoo,https://finnhub.io/api/news?id=4f54428e3516267ffa2816a748585148abb00787621dd4f186017b2f68b9cb62,"Bloomberg says launcher will centralize games, achievements and boost Arcade","Bloomberg says launcher will centralize games, achievements and boost Arcade",0.5006060898303986
"Apple's Valuation Is Priced To Perfection, Thought On The Higher End",2025-05-29 00:44:22,SeekingAlpha,https://finnhub.io/api/news?id=5f6a2fb53cf2348bee001826635952724d5137d52d2fefb272f98f8eb73fe083,Apple's fair value aligns with $174 share price given a balance of opportunities and risks,Apple's fair value aligns with $174 share price given a balance of opportunities and risks,0.48288868367671967
"Apple's 2025 headwinds mount: Trump, tariffs, delays, & more",2025-05-29 00:41:10,Yahoo,https://finnhub.io/api/news?id=00ed96d85a4edbd648f9182321e85303ff7ef8e51bdfc7942407c6cfde0e5914,"It's been a challenging year for Apple (AAPL), with US President Trump calling for domestic iPhone production, sweeping China tariffs, ongoing antitrust cases, and false starts with its artificial intelligence (AI) projects. Yahoo Finance Tech Editor Dan Howley sits down with Brad Smith on Wealth to dive deeper into the issues facing the iPhone maker ahead of its annual developer conference, WWDC. To watch more expert insights and analysis on the latest market action, check out more Wealth here.","It's been a challenging year for Apple (AAPL), with US President Trump calling for domestic iPhone production, sweeping China tariffs, ongoing antitrust cases, and false starts with its artificial intelligence (AI) projects. Yahoo Finance Tech Editor Dan Howley sits down with Brad Smith on Wealth to dive deeper into the issues facing the iPhone maker ahead of its annual developer conference, WWDC. To watch more expert insights and analysis on the latest market action, check out more Wealth here.",0.8561824336647987
Apple has bought a game studio for the first time,2025-05-29 00:09:58,Yahoo,https://finnhub.io/api/news?id=61e536b4f52e9c28f53fc25c946fd49328df9576de562a2a8b3d75ead3fd6919,Tech giant buys maker of Sneaky Sasquatch game.,Tech giant buys maker of Sneaky Sasquatch game.,0.7018848359584808
Apple Moves iPhone Output to India as U.S. Shipments Jump 76%,2025-05-28 23:56:23,Yahoo,https://finnhub.io/api/news?id=5d0e785d808affff7634b9bb5dbbbdab8764891f4b4e0c25fa43acd35acbbc6f,India's iPhone exports to the U.S. jumped 76% in April; China's fell 76%.,India's iPhone exports to the U.S. jumped 76% in April; China's fell 76%.,0.1525966227054596
Apple to Debut New Gaming App,2025-05-28 23:34:06,Finnhub,https://finnhub.io/api/news?id=210ca08a09d6d014e0a5d31e7066ffd02f149fe3adf7d13f1408a38461aefeea,"Apple plans to launch a new gaming app at its Worldwide Developers Conference, just days after Nintendo's Switch 2 hits the market. Bloomberg's Mark Gurman speaks with Caroline Hyde and Ed Ludlow...","Apple plans to launch a new gaming app at its Worldwide Developers Conference, just days after Nintendo's Switch 2 hits the market. Bloomberg's Mark Gurman speaks with Caroline Hyde and Ed Ludlow...",0.7923450618982315
"Fox News Host Roasts Trump's Mornings: 'Wake Up, Watch Cable News, Create Chaos, Watch The Futures Tank'",2025-05-28 22:46:32,Yahoo,https://finnhub.io/api/news?id=94d3cc5def1461e0f383b7e457e5ef792e82f96de343b934e67cb0c256d49fa1,"Fox News co-host Jessica Tarlov took a swipe at President Donald Trump on X recently, mocking his “morning schedule” as he continues to publicly threaten individual companies like Apple (NASDAQ:AAPL) with tariffs. Trump recently warned that he would impose a 25% tariff on all iPhones not made in the U.S., a move that stunned analysts and rattled Apple’s stock. Don't Miss: Hasbro, MGM, and Skechers trust this AI marketing firm — Invest before it's too late. ‘Scrolling To UBI' — Deloitte's #1 fast","Fox News co-host Jessica Tarlov took a swipe at President Donald Trump on X recently, mocking his “morning schedule” as he continues to publicly threaten individual companies like Apple (NASDAQ:AAPL) with tariffs. Trump recently warned that he would impose a 25% tariff on all iPhones not made in the U.S., a move that stunned analysts and rattled Apple’s stock. Don't Miss: Hasbro, MGM, and Skechers trust this AI marketing firm — Invest before it's too late. ‘Scrolling To UBI' — Deloitte's #1 fast",0.6274635512381792
"Next Apple Operating Systems Will Be Identified By Year, Rather Than With A Version Number- Bloomberg News",2025-05-28 22:44:23,Finnhub,https://finnhub.io/api/news?id=1cf3c312d10118c818451efe2c1dcad8d33d65e55dc9ea4970919c120530f9ea,"May 28 - * NEXT APPLE OPERATING SYSTEMS WILL BE IDENTIFIED BY YEAR,RATHERTHAN WITH A VERSION NUMBER- BLOOMBERG NEWSSource: https://tinyurl.com/4dapvear ...","May 28 - * NEXT APPLE OPERATING SYSTEMS WILL BE IDENTIFIED BY YEAR,RATHERTHAN WITH A VERSION NUMBER- BLOOMBERG NEWSSource: https://tinyurl.com/4dapvear ...",0.9627101197838783
"Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says",2025-05-28 22:28:53,Yahoo,https://finnhub.io/api/news?id=23284519c2fedcb08e0519c94abf16a11e7ab6712bcdec82e3bcd584ca7f2ee8,"“The time to buy a name like Apple Inc. (NASDAQ:AAPL) is during dips like these,” veteran investor Dale Smothers said recently during an appearance on Schwab Network. Smothers, the CEO of RDS Wealth, added that his company will buy more AAPL stock over the long term. Multiple, Potential Catalysts for Apple Inc. (NASDAQ:AAPL) The “tariff […]","“The time to buy a name like Apple Inc. (NASDAQ:AAPL) is during dips like these,” veteran investor Dale Smothers said recently during an appearance on Schwab Network. Smothers, the CEO of RDS Wealth, added that his company will buy more AAPL stock over the long term. Multiple, Potential Catalysts for Apple Inc. (NASDAQ:AAPL) The “tariff […]",0.7947658449411392
'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,2025-05-28 21:52:53,MarketWatch,https://finnhub.io/api/news?id=3f158b0171410b3edf7f12920cb165bfc9a7c473f7c199c4bea12a5ce8c24648,'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,'Magnificent Seven' ETF wobbles as Big Tech stocks trade mixed ahead of Nvidia earnings,0.5107790324836969
Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats,2025-05-28 21:32:16,Yahoo,https://finnhub.io/api/news?id=cf9306225d66e90a533c7f086ef347bb504860fadb3f6765f6e98e8c6ab6166e,"Trump floated 25% to 50% tariffs on imported iPhones not made in the U.S., per Reuters.","Trump floated 25% to 50% tariffs on imported iPhones not made in the U.S., per Reuters.",0.5002856608480215
This analyst says tariffs can actually help Apple,2025-05-28 21:29:34,Yahoo,https://finnhub.io/api/news?id=2bd8e290ab2e676e70d70ffd9acc0dd21e15aa1993681bccc25e0eee2e88bd4d,"Investing.com -- Amid renewed tariff concerns, one Wall Street firm is making the counterintuitive case that Apple (NASDAQ:AAPL) could benefit from the disruption.","Investing.com -- Amid renewed tariff concerns, one Wall Street firm is making the counterintuitive case that Apple (NASDAQ:AAPL) could benefit from the disruption.",0.05255330353975296
"Apple: Much, Much Cheaper Than It Looks (Rating Upgrade)",2025-05-28 21:28:44,SeekingAlpha,https://finnhub.io/api/news?id=ac4689d8fcb127e3278e2855a0aacd0206cf370b1fdc58165413d350ce371225,,,0.45338112115859985
"Trump's Tariff Clock Is Ticking -- India, EU, Apple, and Tesla Are on Edge",2025-05-28 20:57:09,Yahoo,https://finnhub.io/api/news?id=0cf00175c0616dd618ebd40de81280e3545886ae570da42cce2acee0a9d58366,July 9 looms as global powers scramble to dodge massive tariffs and investors brace for impact,July 9 looms as global powers scramble to dodge massive tariffs and investors brace for impact,0.7907655201852322
AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner,2025-05-28 20:46:22,Yahoo,https://finnhub.io/api/news?id=7ace5f64a3cd274d968f2da711b2631d1b2acafb91d228627dffa95bd44f958e,"Wedbush Securities says Apple (NASDAQ:AAPL) could be a major winner if a U.S.-India trade pact comes through, boosting the tech giant's supply chain in India.  Analyst Dan Ives reiterated an Outperform rating and kept his $270 price target, citing India's expanding manufacturing capabilities as a strategic counterweight to China's dominance.  President Donald Trump has warned that iPhones assembled overseas could face a 25% tariff if not made domestically, a levy he said might extend to Samsung (SSNLF) and other phone manufacturers by the end of June.","Wedbush Securities says Apple (NASDAQ:AAPL) could be a major winner if a U.S.-India trade pact comes through, boosting the tech giant's supply chain in India.  Analyst Dan Ives reiterated an Outperform rating and kept his $270 price target, citing India's expanding manufacturing capabilities as a strategic counterweight to China's dominance.  President Donald Trump has warned that iPhones assembled overseas could face a 25% tariff if not made domestically, a levy he said might extend to Samsung (SSNLF) and other phone manufacturers by the end of June.",0.05966954119503498
Is Apple Stock A Buy Amid Low Expectations For WWDC?,2025-05-28 19:09:38,Yahoo,https://finnhub.io/api/news?id=36d65443bc122d0b371294507b9f4946c0cc01e5d7e9ec92481a13ef86e67209,"Apple stock has had a rough year. It has fallen amid soft iPhone sales, tariff concerns and challenges to its services business.","Apple stock has had a rough year. It has fallen amid soft iPhone sales, tariff concerns and challenges to its services business.",0.5031657391227782
